12.5,12.5
12.5,37.5
37.5,37.5
62.5,37.5
87.5,37.5
112.5,37.5
137.5,37.5
162.5,37.5
187.5,37.5
212.5,37.5
237.5,37.5
262.5,37.5
287.5,37.5
312.5,37.5
337.5,37.5
362.5,37.5
387.5,37.5
412.5,37.5
437.5,37.5
462.5,37.5
487.5,37.5
512.5,37.5
537.5,37.5
562.5,37.5
587.5,37.5
612.5,37.5
637.5,37.5
662.5,37.5
687.5,37.5
712.5,37.5
737.5,37.5
762.5,37.5
787.5,37.5
812.5,37.5
837.5,37.5
862.5,37.5
887.5,37.5
912.5,37.5
937.5,37.5
962.5,37.5
962.5,62.5
937.5,62.5
912.5,62.5
887.5,62.5
862.5,62.5
837.5,62.5
812.5,62.5
787.5,62.5
762.5,62.5
737.5,62.5
12.5,12.5
12.5,37.5
37.5,37.5
62.5,37.5
87.5,37.5
112.5,37.5
137.5,37.5
162.5,37.5
187.5,37.5
212.5,37.5
237.5,37.5
262.5,37.5
287.5,37.5
312.5,37.5
337.5,37.5
362.5,37.5
387.5,37.5
412.5,37.5
437.5,37.5
462.5,37.5
487.5,37.5
512.5,37.5
537.5,37.5
562.5,37.5
587.5,37.5
612.5,37.5
637.5,37.5
662.5,37.5
687.5,37.5
712.5,37.5
737.5,37.5
762.5,37.5
787.5,37.5
812.5,37.5
837.5,37.5
862.5,37.5
887.5,37.5
912.5,37.5
937.5,37.5
962.5,37.5
962.5,62.5
937.5,62.5
912.5,62.5
887.5,62.5
862.5,62.5
837.5,62.5
812.5,62.5
787.5,62.5
762.5,62.5
737.5,62.5
712.5,62.5
687.5,62.5
662.5,62.5
637.5,62.5
612.5,62.5
587.5,62.5
562.5,62.5
537.5,62.5
512.5,62.5
487.5,62.5
462.5,62.5
437.5,62.5
412.5,62.5
387.5,62.5
362.5,62.5
337.5,62.5
312.5,62.5
287.5,62.5
262.5,62.5
237.5,62.5
212.5,62.5
187.5,62.5
162.5,62.5
137.5,62.5
112.5,62.5
87.5,62.5
62.5,62.5
37.5,62.5
12.5,62.5
12.5,87.5
12.5,112.5
12.5,137.5
37.5,137.5
62.5,137.5
87.5,137.5
112.5,137.5
137.5,137.5
162.5,137.5
187.5,137.5
212.5,137.5
237.5,137.5
262.5,137.5
287.5,137.5
312.5,137.5
337.5,137.5
362.5,137.5
387.5,137.5
412.5,137.5
437.5,137.5
462.5,137.5
487.5,137.5
512.5,137.5
537.5,137.5
562.5,137.5
587.5,137.5
612.5,137.5
637.5,137.5
662.5,137.5
687.5,137.5
712.5,137.5
737.5,137.5
762.5,137.5
787.5,137.5
812.5,137.5
837.5,137.5
862.5,137.5
887.5,137.5
912.5,137.5
937.5,137.5
962.5,137.5
962.5,162.5
937.5,162.5
912.5,162.5
887.5,162.5
862.5,162.5
837.5,162.5
812.5,162.5
787.5,162.5
762.5,162.5
737.5,162.5
712.5,162.5
687.5,162.5
662.5,162.5
637.5,162.5
612.5,162.5
587.5,162.5
562.5,162.5
537.5,162.5
512.5,162.5
487.5,162.5
462.5,162.5
437.5,162.5
412.5,162.5
387.5,162.5
362.5,162.5
337.5,162.5
312.5,162.5
287.5,162.5
262.5,162.5
237.5,162.5
212.5,162.5
187.5,162.5
162.5,162.5
137.5,162.5
112.5,162.5
87.5,162.5
62.5,162.5
37.5,162.5
12.5,162.5
12.5,187.5
12.5,212.5
12.5,237.5
37.5,237.5
62.5,237.5
87.5,237.5
112.5,237.5
137.5,237.5
162.5,237.5
187.5,237.5
212.5,237.5
237.5,237.5
262.5,237.5
287.5,237.5
312.5,237.5
337.5,237.5
362.5,237.5
387.5,237.5
412.5,237.5
437.5,237.5
462.5,237.5
487.5,237.5
512.5,237.5
537.5,237.5
562.5,237.5
587.5,237.5
612.5,237.5
637.5,237.5
662.5,237.5
687.5,237.5
712.5,237.5
737.5,237.5
762.5,237.5
787.5,237.5
812.5,237.5
837.5,237.5
862.5,237.5
887.5,237.5
912.5,237.5
937.5,237.5
962.5,237.5
962.5,262.5
937.5,262.5
912.5,262.5
887.5,262.5
862.5,262.5
837.5,262.5
812.5,262.5
787.5,262.5
762.5,262.5
737.5,262.5
712.5,262.5
687.5,262.5
662.5,262.5
637.5,262.5
612.5,262.5
587.5,262.5
562.5,262.5
537.5,262.5
512.5,262.5
487.5,262.5
462.5,262.5
437.5,262.5
412.5,262.5
387.5,262.5
362.5,262.5
337.5,262.5
312.5,262.5
287.5,262.5
262.5,262.5
237.5,262.5
212.5,262.5
187.5,262.5
162.5,262.5
137.5,262.5
112.5,262.5
87.5,262.5
62.5,262.5
37.5,262.5
12.5,262.5
12.5,287.5
12.5,312.5
12.5,337.5
37.5,337.5
62.5,337.5
87.5,337.5
112.5,337.5
137.5,337.5
162.5,337.5
187.5,337.5
212.5,337.5
237.5,337.5
262.5,337.5
287.5,337.5
312.5,337.5
337.5,337.5
362.5,337.5
387.5,337.5
412.5,337.5
437.5,337.5
462.5,337.5
487.5,337.5
512.5,337.5
537.5,337.5
562.5,337.5
587.5,337.5
612.5,337.5
637.5,337.5
662.5,337.5
687.5,337.5
712.5,337.5
737.5,337.5
762.5,337.5
787.5,337.5
812.5,337.5
837.5,337.5
862.5,337.5
887.5,337.5
912.5,337.5
937.5,337.5
962.5,337.5
962.5,362.5
937.5,362.5
912.5,362.5
887.5,362.5
862.5,362.5
837.5,362.5
812.5,362.5
787.5,362.5
762.5,362.5
737.5,362.5
712.5,362.5
687.5,362.5
662.5,362.5
637.5,362.5
612.5,362.5
587.5,362.5
562.5,362.5
537.5,362.5
512.5,362.5
487.5,362.5
462.5,362.5
437.5,362.5
412.5,362.5
387.5,362.5
362.5,362.5
337.5,362.5
312.5,362.5
287.5,362.5
262.5,362.5
237.5,362.5
212.5,362.5
187.5,362.5
162.5,362.5
137.5,362.5
112.5,362.5
87.5,362.5
62.5,362.5
37.5,362.5
12.5,362.5
12.5,387.5
12.5,412.5
12.5,437.5
37.5,437.5
62.5,437.5
87.5,437.5
112.5,437.5
137.5,437.5
162.5,437.5
187.5,437.5
212.5,437.5
237.5,437.5
262.5,437.5
287.5,437.5
312.5,437.5
337.5,437.5
362.5,437.5
387.5,437.5
412.5,437.5
437.5,437.5
462.5,437.5
487.5,437.5
512.5,437.5
537.5,437.5
562.5,437.5
587.5,437.5
612.5,437.5
637.5,437.5
662.5,437.5
687.5,437.5
712.5,437.5
737.5,437.5
762.5,437.5
787.5,437.5
812.5,437.5
837.5,437.5
862.5,437.5
887.5,437.5
912.5,437.5
937.5,437.5
962.5,437.5
962.5,462.5
937.5,462.5
912.5,462.5
887.5,462.5
862.5,462.5
837.5,462.5
812.5,462.5
787.5,462.5
762.5,462.5
737.5,462.5
712.5,462.5
687.5,462.5
662.5,462.5
637.5,462.5
612.5,462.5
587.5,462.5
562.5,462.5
537.5,462.5
512.5,462.5
487.5,462.5
462.5,462.5
437.5,462.5
412.5,462.5
387.5,462.5
362.5,462.5
337.5,462.5
312.5,462.5
287.5,462.5
262.5,462.5
237.5,462.5
212.5,462.5
187.5,462.5
162.5,462.5
137.5,462.5
112.5,462.5
87.5,462.5
62.5,462.5
37.5,462.5
12.5,462.5
12.5,487.5
12.5,512.5
12.5,537.5
37.5,537.5
62.5,537.5
87.5,537.5
112.5,537.5
137.5,537.5
162.5,537.5
187.5,537.5
212.5,537.5
237.5,537.5
262.5,537.5
287.5,537.5
312.5,537.5
337.5,537.5
362.5,537.5
387.5,537.5
412.5,537.5
437.5,537.5
462.5,537.5
487.5,537.5
512.5,537.5
537.5,537.5
562.5,537.5
587.5,537.5
612.5,537.5
637.5,537.5
662.5,537.5
687.5,537.5
712.5,537.5
737.5,537.5
762.5,537.5
787.5,537.5
812.5,537.5
837.5,537.5
862.5,537.5
887.5,537.5
912.5,537.5
937.5,537.5
962.5,537.5
962.5,562.5
937.5,562.5
912.5,562.5
887.5,562.5
862.5,562.5
837.5,562.5
812.5,562.5
787.5,562.5
762.5,562.5
737.5,562.5
712.5,562.5
687.5,562.5
662.5,562.5
637.5,562.5
612.5,562.5
587.5,562.5
562.5,562.5
537.5,562.5
512.5,562.5
487.5,562.5
462.5,562.5
437.5,562.5
412.5,562.5
387.5,562.5
362.5,562.5
337.5,562.5
312.5,562.5
287.5,562.5
262.5,562.5
237.5,562.5
212.5,562.5
187.5,562.5
162.5,562.5
137.5,562.5
112.5,562.5
87.5,562.5
62.5,562.5
37.5,562.5
12.5,562.5
12.5,587.5
12.5,612.5
12.5,637.5
37.5,637.5
62.5,637.5
87.5,637.5
112.5,637.5
137.5,637.5
162.5,637.5
187.5,637.5
212.5,637.5
237.5,637.5
262.5,637.5
287.5,637.5
312.5,637.5
337.5,637.5
362.5,637.5
387.5,637.5
412.5,637.5
437.5,637.5
462.5,637.5
12.5,12.5
12.5,37.5
37.5,37.5
62.5,37.5
87.5,37.5
112.5,37.5
137.5,37.5
162.5,37.5
187.5,37.5
212.5,37.5
237.5,37.5
262.5,37.5
287.5,37.5
312.5,37.5
337.5,37.5
362.5,37.5
387.5,37.5
412.5,37.5
437.5,37.5
462.5,37.5
487.5,37.5
512.5,37.5
537.5,37.5
562.5,37.5
587.5,37.5
612.5,37.5
637.5,37.5
662.5,37.5
687.5,37.5
712.5,37.5
737.5,37.5
762.5,37.5
787.5,37.5
812.5,37.5
837.5,37.5
862.5,37.5
887.5,37.5
912.5,37.5
937.5,37.5
962.5,37.5
962.5,62.5
937.5,62.5
912.5,62.5
887.5,62.5
862.5,62.5
837.5,62.5
812.5,62.5
787.5,62.5
762.5,62.5
737.5,62.5
712.5,62.5
687.5,62.5
662.5,62.5
637.5,62.5
612.5,62.5
587.5,62.5
562.5,62.5
537.5,62.5
512.5,62.5
487.5,62.5
462.5,62.5
437.5,62.5
412.5,62.5
387.5,62.5
362.5,62.5
337.5,62.5
312.5,62.5
287.5,62.5
262.5,62.5
237.5,62.5
212.5,62.5
187.5,62.5
162.5,62.5
137.5,62.5
112.5,62.5
87.5,62.5
62.5,62.5
37.5,62.5
12.5,62.5
12.5,87.5
12.5,112.5
12.5,137.5
37.5,137.5
62.5,137.5
87.5,137.5
112.5,137.5
137.5,137.5
162.5,137.5
187.5,137.5
212.5,137.5
237.5,137.5
262.5,137.5
287.5,137.5
312.5,137.5
337.5,137.5
362.5,137.5
387.5,137.5
412.5,137.5
437.5,137.5
462.5,137.5
487.5,137.5
512.5,137.5
537.5,137.5
562.5,137.5
587.5,137.5
612.5,137.5
637.5,137.5
662.5,137.5
687.5,137.5
712.5,137.5
737.5,137.5
762.5,137.5
787.5,137.5
812.5,137.5
837.5,137.5
862.5,137.5
887.5,137.5
912.5,137.5
937.5,137.5
962.5,137.5
962.5,162.5
937.5,162.5
912.5,162.5
887.5,162.5
862.5,162.5
837.5,162.5
812.5,162.5
787.5,162.5
762.5,162.5
737.5,162.5
712.5,162.5
687.5,162.5
662.5,162.5
637.5,162.5
612.5,162.5
587.5,162.5
562.5,162.5
537.5,162.5
512.5,162.5
487.5,162.5
462.5,162.5
437.5,162.5
412.5,162.5
387.5,162.5
362.5,162.5
337.5,162.5
312.5,162.5
287.5,162.5
262.5,162.5
237.5,162.5
212.5,162.5
187.5,162.5
162.5,162.5
137.5,162.5
112.5,162.5
87.5,162.5
62.5,162.5
37.5,162.5
12.5,162.5
12.5,187.5
12.5,212.5
12.5,237.5
